Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
SRR34661416	(0.0, 0.0001693220434206117)	(1.0, 0.00017764935703146146)	(2.0, 0.00020124341226220244)	(3.0, 0.00024287998031645127)	(4.0, 0.0002692498067508088)	(5.0, 0.00030394694679601613)	(6.0, 0.0003677896844791976)	(7.0, 0.00046216590540216145)	(8.0, 0.00068283971608968)	(9.0, 0.00108116288380866)	(10.0, 0.001719590260640475)	(11.0, 0.002673067669082772)	(12.0, 0.004269136111162309)	(13.0, 0.006546656383729718)	(14.0, 0.008967128873283381)	(15.0, 0.012241151007949142)	(16.0, 0.017055726160622113)	(17.0, 0.02352604883625237)	(18.0, 0.0331871205104399)	(19.0, 0.043410285853359785)	(20.0, 0.05932517004929548)	(21.0, 0.07513596282509555)	(22.0, 0.08511486030209717)	(23.0, 0.0978042983594304)	(24.0, 0.1221061752470936)	(25.0, 0.16599666951867903)	(26.0, 0.2253301668815854)	(27.0, 0.35477964484784663)	(28.0, 0.5733744029038564)	(29.0, 0.837919277464535)	(30.0, 1.0102627478402835)	(31.0, 1.006820791547799)	(32.0, 1.029891613906658)	(33.0, 1.1286826989289742)	(34.0, 1.1817457291429108)	(35.0, 1.239667746848778)	(36.0, 1.348021363667553)	(37.0, 1.4874885999076668)	(38.0, 1.6735291132876613)	(39.0, 1.936797133094676)	(40.0, 2.1733330883252617)	(41.0, 2.2211610140491773)	(42.0, 2.2137025168250597)	(43.0, 2.657256876306972)	(44.0, 3.1133466185444165)	(45.0, 3.2563224295859015)	(46.0, 3.3948153701335455)	(47.0, 3.544432213779683)	(48.0, 3.6488178656628887)	(49.0, 3.714520370052493)	(50.0, 3.675028085253038)	(51.0, 3.489760624153251)	(52.0, 2.874773247250377)	(53.0, 2.324465503048574)	(54.0, 2.2244530786966665)	(55.0, 2.112403522520276)	(56.0, 2.373906151841791)	(57.0, 2.6444564074014942)	(58.0, 2.644159399882707)	(59.0, 2.6742459839587074)	(60.0, 2.501241880036498)	(61.0, 2.328019878074805)	(62.0, 2.2825430305603525)	(63.0, 2.0779895111378375)	(64.0, 1.8056544346942087)	(65.0, 1.6355399085949647)	(66.0, 1.4584221117489957)	(67.0, 1.3615088359459262)	(68.0, 1.3569468559727822)	(69.0, 1.2067651428867088)	(70.0, 1.0738431751447233)	(71.0, 0.9938579400269095)	(72.0, 0.8426131065698508)	(73.0, 0.758855598386322)	(74.0, 0.7537051549180115)	(75.0, 0.7024061273039733)	(76.0, 0.6572096326810863)	(77.0, 0.5436569963979373)	(78.0, 0.3798559619013189)	(79.0, 0.2870688699924255)	(80.0, 0.2608961233135247)	(81.0, 0.24568767288890941)	(82.0, 0.23303015620041778)	(83.0, 0.2163116862410351)	(84.0, 0.19029993429194408)	(85.0, 0.1668377281933749)	(86.0, 0.14494522071045085)	(87.0, 0.12954524207278603)	(88.0, 0.11418134846076826)	(89.0, 0.10088124073863937)	(90.0, 0.08488308340659519)	(91.0, 0.06257698601433231)	(92.0, 0.048824427586013935)	(93.0, 0.04298281708800283)	(94.0, 0.03987395333995225)	(95.0, 0.038612365327908515)	(96.0, 0.03811689016806295)	(97.0, 0.028124113835043246)	(98.0, 0.013866365047666654)	(99.0, 0.009558368139653713)	(100.0, 0.009551428711644671)
SRR34661417	(0.0, 0.00022010827212790815)	(1.0, 0.00022590059507864257)	(2.0, 0.0002765834208975688)	(3.0, 0.00033740281188028023)	(4.0, 0.00036202018442090157)	(5.0, 0.0004098068487644606)	(6.0, 0.0005430302766313524)	(7.0, 0.0007269365303171704)	(8.0, 0.0010107603549031573)	(9.0, 0.0014625615450604423)	(10.0, 0.0021388152495586867)	(11.0, 0.0031104774245443866)	(12.0, 0.004448504026164039)	(13.0, 0.006480161301134138)	(14.0, 0.008782609674051072)	(15.0, 0.011995900830970994)	(16.0, 0.016571835962051192)	(17.0, 0.022122329429592455)	(18.0, 0.02975805915939811)	(19.0, 0.03789048058222924)	(20.0, 0.05196872151398927)	(21.0, 0.06545614550477437)	(22.0, 0.07240838112639336)	(23.0, 0.08207142388895608)	(24.0, 0.10227359826038007)	(25.0, 0.14429545318722065)	(26.0, 0.20345968788675972)	(27.0, 0.34084200363227884)	(28.0, 0.560153831354461)	(29.0, 0.7977114763714566)	(30.0, 0.9102389343353744)	(31.0, 0.8391367220343716)	(32.0, 0.8182973921383668)	(33.0, 0.8840981808587098)	(34.0, 0.9092991299366175)	(35.0, 0.9486029373188262)	(36.0, 1.0402461748838707)	(37.0, 1.157951969565745)	(38.0, 1.3079832705549304)	(39.0, 1.5260816066189338)	(40.0, 1.73665137092772)	(41.0, 1.7973476750477284)	(42.0, 1.8137674625323226)	(43.0, 2.1248803686199573)	(44.0, 2.4542448843253557)	(45.0, 2.620820507742576)	(46.0, 2.787391786917584)	(47.0, 3.0181391082252538)	(48.0, 3.3870405723116273)	(49.0, 3.645363695107006)	(50.0, 3.6609204264719413)	(51.0, 3.5414696945011577)	(52.0, 2.988475174313805)	(53.0, 2.498871836499289)	(54.0, 2.4131512491513707)	(55.0, 2.282102838552479)	(56.0, 2.533918286512708)	(57.0, 2.917254219392312)	(58.0, 3.1349861910296815)	(59.0, 3.2346025611364118)	(60.0, 3.006431375461082)	(61.0, 2.891229312374662)	(62.0, 2.8829564271202757)	(63.0, 2.628346183336318)	(64.0, 2.288287591383126)	(65.0, 2.087015953491006)	(66.0, 1.7800720718471628)	(67.0, 1.5590920551151692)	(68.0, 1.5628758900827364)	(69.0, 1.3988619214904783)	(70.0, 1.2383957507055448)	(71.0, 1.1393919187508543)	(72.0, 0.9720980472877425)	(73.0, 0.8610273585459346)	(74.0, 0.8240853708468882)	(75.0, 0.746133736656642)	(76.0, 0.6864612256181759)	(77.0, 0.5752428326411242)	(78.0, 0.43048254553710713)	(79.0, 0.3460290288346615)	(80.0, 0.3172788338686912)	(81.0, 0.29945006382633066)	(82.0, 0.2833633349114034)	(83.0, 0.25772072120850215)	(84.0, 0.21940305680865627)	(85.0, 0.1881549225701817)	(86.0, 0.16207354040376226)	(87.0, 0.14529897313843537)	(88.0, 0.1317290085456023)	(89.0, 0.12028627455642645)	(90.0, 0.10043453572352189)	(91.0, 0.07133390521903213)	(92.0, 0.05398589798158253)	(93.0, 0.04744491728946568)	(94.0, 0.04488471054524106)	(95.0, 0.04396662735754965)	(96.0, 0.04335988152846022)	(97.0, 0.03109463768028008)	(98.0, 0.013832067206353809)	(99.0, 0.00876957694741192)	(100.0, 0.008766680785936553)
SRR34661418	(0.0, 0.00036821076569992653)	(1.0, 0.00036986937275262894)	(2.0, 0.00039474847854316445)	(3.0, 0.00040801733496478344)	(4.0, 0.00041133454907018815)	(5.0, 0.00046772718886206886)	(6.0, 0.0005407058991809732)	(7.0, 0.0006568083928701392)	(8.0, 0.0009868711963579111)	(9.0, 0.0016221176975429197)	(10.0, 0.0026703573548508184)	(11.0, 0.003935874536062728)	(12.0, 0.005504916807919172)	(13.0, 0.007953020817707874)	(14.0, 0.010714601560457322)	(15.0, 0.014192700549974197)	(16.0, 0.018365755894573364)	(17.0, 0.022661548161072506)	(18.0, 0.02795084605214037)	(19.0, 0.033245119764366345)	(20.0, 0.04192958629231596)	(21.0, 0.05169878183273293)	(22.0, 0.060451251249843345)	(23.0, 0.0730135410670111)	(24.0, 0.0924474399035248)	(25.0, 0.12263408826270797)	(26.0, 0.16345904225792413)	(27.0, 0.24664647898621161)	(28.0, 0.3803219143987593)	(29.0, 0.5445140609739779)	(30.0, 0.6712465672639134)	(31.0, 0.6985207016385512)	(32.0, 0.7308933940931961)	(33.0, 0.8056584242078609)	(34.0, 0.8580339177180963)	(35.0, 0.9278546402086554)	(36.0, 1.0308093557910498)	(37.0, 1.2003339240407065)	(38.0, 1.4116404625549888)	(39.0, 1.6526908013453825)	(40.0, 1.8791221775732576)	(41.0, 1.8779926661703674)	(42.0, 1.8377598348929658)	(43.0, 2.1059665469572555)	(44.0, 2.3883377632516236)	(45.0, 2.566885153867981)	(46.0, 2.7580512269412982)	(47.0, 3.0059200993253516)	(48.0, 3.50204595814379)	(49.0, 3.924284189978444)	(50.0, 4.015311862244856)	(51.0, 3.9168105065989676)	(52.0, 3.313301451367419)	(53.0, 2.7722837340605375)	(54.0, 2.6729447818530345)	(55.0, 2.575757042992886)	(56.0, 2.9665447678941974)	(57.0, 3.410789398104106)	(58.0, 3.448404947452343)	(59.0, 3.4369025075418524)	(60.0, 3.136175486995227)	(61.0, 2.809818011663192)	(62.0, 2.6689027564655987)	(63.0, 2.3721879063794606)	(64.0, 1.9839859498733121)	(65.0, 1.7613312219044404)	(66.0, 1.586533941834243)	(67.0, 1.5060284727101751)	(68.0, 1.4977752440159282)	(69.0, 1.324697939459383)	(70.0, 1.1446130201051703)	(71.0, 1.0190697350720224)	(72.0, 0.8575396528163911)	(73.0, 0.7323960920829444)	(74.0, 0.6806077454693655)	(75.0, 0.6106145278453254)	(76.0, 0.5582075208010886)	(77.0, 0.47959618093120704)	(78.0, 0.38108984946416047)	(79.0, 0.31312179105147)	(80.0, 0.2839485516014879)	(81.0, 0.26045935852111696)	(82.0, 0.2417469537525288)	(83.0, 0.22319211665394736)	(84.0, 0.19505384800485162)	(85.0, 0.16946651700281212)	(86.0, 0.14501201461776836)	(87.0, 0.12920217219140936)	(88.0, 0.11667305451529564)	(89.0, 0.1057942508566208)	(90.0, 0.08834404605513912)	(91.0, 0.06282471794226044)	(92.0, 0.0470679509415879)	(93.0, 0.04143200417650525)	(94.0, 0.03909502683924761)	(95.0, 0.03799371175625323)	(96.0, 0.037446371428861445)	(97.0, 0.027292379052217527)	(98.0, 0.012880742371286618)	(99.0, 0.008576657069523964)	(100.0, 0.008568364034260452)
SRR34661419	(0.0, 0.00014931301861424636)	(1.0, 0.00015452161228683635)	(2.0, 0.00016841119541374298)	(3.0, 0.0001979265595584196)	(4.0, 0.00022917812159395953)	(5.0, 0.00025348489206604614)	(6.0, 0.0003090432245736727)	(7.0, 0.0004010617127894292)	(8.0, 0.0005712091060940355)	(9.0, 0.0009045591011397949)	(10.0, 0.0015695228933404503)	(11.0, 0.002517486941751828)	(12.0, 0.0037901199957546487)	(13.0, 0.005750287414539348)	(14.0, 0.007976093110626137)	(15.0, 0.011021384211200417)	(16.0, 0.015374032323594786)	(17.0, 0.02034997547880909)	(18.0, 0.026640220437406933)	(19.0, 0.03302942867578399)	(20.0, 0.04326605144031418)	(21.0, 0.05398360102061351)	(22.0, 0.06175829517589951)	(23.0, 0.07238209007009222)	(24.0, 0.09042986714561653)	(25.0, 0.12100083960793805)	(26.0, 0.16382068819030035)	(27.0, 0.2539467207050158)	(28.0, 0.4012075534122617)	(29.0, 0.5769437677275571)	(30.0, 0.7011548372357015)	(31.0, 0.719897093467571)	(32.0, 0.7541001919175787)	(33.0, 0.8339305709394746)	(34.0, 0.8874679691021361)	(35.0, 0.9516986100746252)	(36.0, 1.0521255046758327)	(37.0, 1.1880941063009034)	(38.0, 1.3571251243616846)	(39.0, 1.57680277109684)	(40.0, 1.7793858133985552)	(41.0, 1.8172540255961753)	(42.0, 1.8137469058566311)	(43.0, 2.1888281534071816)	(44.0, 2.5837732410270995)	(45.0, 2.7863944796824134)	(46.0, 2.989371638905354)	(47.0, 3.27463068857209)	(48.0, 3.808317085848788)	(49.0, 4.194516944692427)	(50.0, 4.169665008082609)	(51.0, 3.9709415336922826)	(52.0, 3.247629338973384)	(53.0, 2.6074254648943302)	(54.0, 2.534119717546299)	(55.0, 2.3417663532175506)	(56.0, 2.520402018010588)	(57.0, 2.8056784296562323)	(58.0, 2.82216362862998)	(59.0, 2.8724300299662544)	(60.0, 2.689327128000026)	(61.0, 2.6819187715997126)	(62.0, 2.809709881158817)	(63.0, 2.5939456244696677)	(64.0, 2.2953629921884464)	(65.0, 2.1063952137468815)	(66.0, 1.7463876362848068)	(67.0, 1.4909911903409199)	(68.0, 1.488388629702516)	(69.0, 1.335575436140289)	(70.0, 1.2006277188750458)	(71.0, 1.103416262767717)	(72.0, 0.9217613498424686)	(73.0, 0.8299633587588519)	(74.0, 0.8366373034513306)	(75.0, 0.7732209392896565)	(76.0, 0.7224805559291757)	(77.0, 0.595594005471211)	(78.0, 0.40098358388434036)	(79.0, 0.2854309332579314)	(80.0, 0.25477488709895757)	(81.0, 0.23742506157556037)	(82.0, 0.2239052885994076)	(83.0, 0.2010135194083746)	(84.0, 0.16571661628712311)	(85.0, 0.1399983169297646)	(86.0, 0.12109633049193552)	(87.0, 0.10916344238803186)	(88.0, 0.09875319983441533)	(89.0, 0.09011214293158855)	(90.0, 0.07342033640882849)	(91.0, 0.04965873207447295)	(92.0, 0.037097340334076766)	(93.0, 0.033284649765740894)	(94.0, 0.03176547661123548)	(95.0, 0.031053635475981514)	(96.0, 0.030678616731555038)	(97.0, 0.02156531400241342)	(98.0, 0.009088995958669532)	(99.0, 0.005687784290468268)	(100.0, 0.005687784290468268)
SRR34661420	(0.0, 0.00039107410153187497)	(1.0, 0.0004012130597197383)	(2.0, 0.0004895668382139767)	(3.0, 0.0006662743952024536)	(4.0, 0.0007893903160550808)	(5.0, 0.0009472683792660971)	(6.0, 0.0012079844469540138)	(7.0, 0.001488978431017657)	(8.0, 0.0019336441686853814)	(9.0, 0.0026086090994774324)	(10.0, 0.0035920880437001843)	(11.0, 0.0048956683821397675)	(12.0, 0.006995881149625762)	(13.0, 0.009924591643320026)	(14.0, 0.012908342195748403)	(15.0, 0.01708848981434467)	(16.0, 0.023155932078481795)	(17.0, 0.03144380618576101)	(18.0, 0.04439849790465394)	(19.0, 0.058485856095391024)	(20.0, 0.0838752558203993)	(21.0, 0.10626642076699655)	(22.0, 0.11109691013221432)	(23.0, 0.11858235812005408)	(24.0, 0.1430824263697269)	(25.0, 0.18642502420024476)	(26.0, 0.2520907111152414)	(27.0, 0.4350844221801935)	(28.0, 0.721601241611026)	(29.0, 1.0125299562761774)	(30.0, 1.1345117622343621)	(31.0, 1.033694307282043)	(32.0, 0.9911077860478201)	(33.0, 1.0536332927697756)	(34.0, 1.0876596364482454)	(35.0, 1.1299260562882514)	(36.0, 1.2198238532722414)	(37.0, 1.3457830276852654)	(38.0, 1.5016477834846915)	(39.0, 1.7413791045689273)	(40.0, 1.9679935106032647)	(41.0, 2.0166141603818644)	(42.0, 2.0181799052105904)	(43.0, 2.339802143155601)	(44.0, 2.6708159532277693)	(45.0, 2.7836176567581425)	(46.0, 2.8899000101737204)	(47.0, 3.0546522870361077)	(48.0, 3.240186531338419)	(49.0, 3.347132262304002)	(50.0, 3.3719451898349004)	(51.0, 3.2795445186011065)	(52.0, 2.7851211194151433)	(53.0, 2.339637022979398)	(54.0, 2.246393369793413)	(55.0, 2.1025679026307755)	(56.0, 2.28677973710087)	(57.0, 2.60118448523872)	(58.0, 2.700967766455877)	(59.0, 2.6720920135368416)	(60.0, 2.5072890418835145)	(61.0, 2.5174178611131905)	(62.0, 2.5741844395844393)	(63.0, 2.398334348774136)	(64.0, 2.1417289044200993)	(65.0, 1.9728457263074564)	(66.0, 1.7259229870228285)	(67.0, 1.5603277282082502)	(68.0, 1.564825080375867)	(69.0, 1.420159528106235)	(70.0, 1.2763326125209993)	(71.0, 1.1795692924212273)	(72.0, 1.008474373001032)	(73.0, 0.912794473004763)	(74.0, 0.899283587008136)	(75.0, 0.8275084535736524)	(76.0, 0.7757852825895665)	(77.0, 0.6506111532248028)	(78.0, 0.46910786901346657)	(79.0, 0.36884515991628347)	(80.0, 0.34031702842083233)	(81.0, 0.32188440243529665)	(82.0, 0.304306345782738)	(83.0, 0.2758578775301915)	(84.0, 0.2368547538040792)	(85.0, 0.20676232590250052)	(86.0, 0.18078196975739963)	(87.0, 0.16326185000877164)	(88.0, 0.1493743741365953)	(89.0, 0.13704974624794816)	(90.0, 0.11582021622516042)	(91.0, 0.08550328282085051)	(92.0, 0.06729226549284954)	(93.0, 0.059931381848460696)	(94.0, 0.05751106768675787)	(95.0, 0.05715330730498612)	(96.0, 0.0564899297549802)	(97.0, 0.04173919401423718)	(98.0, 0.01922780999198385)	(99.0, 0.011397637425756755)	(100.0, 0.011393292157961957)
SRR34661421	(0.0, 0.00012861524745216995)	(1.0, 0.0001274460179298775)	(2.0, 0.00014147677219738695)	(3.0, 0.00021163054353493416)	(4.0, 0.00027243047869414177)	(5.0, 0.0003308919548087645)	(6.0, 0.0004279380051590382)	(7.0, 0.0005156302193309722)	(8.0, 0.000648922384872312)	(9.0, 0.0009178451749995765)	(10.0, 0.0013586447049038317)	(11.0, 0.001998213253597804)	(12.0, 0.0029581506913999088)	(13.0, 0.004444241414233618)	(14.0, 0.0061279319263347525)	(15.0, 0.008569283168881395)	(16.0, 0.012040725620567691)	(17.0, 0.0162382596055976)	(18.0, 0.023186990656581655)	(19.0, 0.03074956720676925)	(20.0, 0.04357367660727288)	(21.0, 0.05593360188742642)	(22.0, 0.06193525702535359)	(23.0, 0.07030226348687839)	(24.0, 0.08761738348250733)	(25.0, 0.1171427673794364)	(26.0, 0.15989915255062684)	(27.0, 0.2699879582220729)	(28.0, 0.4468456157640295)	(29.0, 0.6305000045190721)	(30.0, 0.7213432922535843)	(31.0, 0.6918319391109228)	(32.0, 0.6968584568272581)	(33.0, 0.7665644132577673)	(34.0, 0.8198812794743031)	(35.0, 0.8832979503044014)	(36.0, 0.9793361248064588)	(37.0, 1.0940737870585397)	(38.0, 1.2312781945814701)	(39.0, 1.4152997214065126)	(40.0, 1.609684129487633)	(41.0, 1.723522654237071)	(42.0, 1.7949134704092036)	(43.0, 2.125693179183828)	(44.0, 2.4769004969424238)	(45.0, 2.67324102601434)	(46.0, 2.8669238963820844)	(47.0, 3.2359467643718505)	(48.0, 3.7287162080829606)	(49.0, 3.9642878953163554)	(50.0, 3.8507030933732547)	(51.0, 3.6545648410086957)	(52.0, 3.1827596826322893)	(53.0, 2.7136285521733656)	(54.0, 2.5547314293233434)	(55.0, 2.290311342086427)	(56.0, 2.415815269779777)	(57.0, 2.730149765323358)	(58.0, 2.8725397057776556)	(59.0, 2.8795410521571427)	(60.0, 2.678523604996057)	(61.0, 2.6939819885102856)	(62.0, 2.754697739143888)	(63.0, 2.5599029315004427)	(64.0, 2.2496502162191847)	(65.0, 2.043962866346063)	(66.0, 1.8151832334076654)	(67.0, 1.6776233801099585)	(68.0, 1.72990781665831)	(69.0, 1.6013229691737196)	(70.0, 1.406018377458555)	(71.0, 1.2593093031489093)	(72.0, 1.087709670768702)	(73.0, 0.9560626111652277)	(74.0, 0.8668316909419567)	(75.0, 0.7443794523017903)	(76.0, 0.6580856366385179)	(77.0, 0.5733784654369966)	(78.0, 0.48844914062623956)	(79.0, 0.4265933912084019)	(80.0, 0.39511422477972213)	(81.0, 0.3742142470687445)	(82.0, 0.35705346537005817)	(83.0, 0.3191891365201393)	(84.0, 0.25991621511704566)	(85.0, 0.2161566310157283)	(86.0, 0.1862629398192771)	(87.0, 0.16714954481836236)	(88.0, 0.15259965264295505)	(89.0, 0.1403543118559862)	(90.0, 0.11499723120602973)	(91.0, 0.07444367445483827)	(92.0, 0.050331823246123265)	(93.0, 0.04396770695628544)	(94.0, 0.04185958612759215)	(95.0, 0.040885617935522534)	(96.0, 0.04020512635354832)	(97.0, 0.02866249250947722)	(98.0, 0.01198694106254224)	(99.0, 0.006802577360697498)	(100.0, 0.006800238901652913)
SRR34661422	(0.0, 0.00012998252605662215)	(1.0, 0.00012753002556498773)	(2.0, 0.00014960252998969716)	(3.0, 0.0002979788097335772)	(4.0, 0.000438997588002554)	(5.0, 0.0005187038539806714)	(6.0, 0.0006155776234002293)	(7.0, 0.0007357501474903139)	(8.0, 0.0009589276922290425)	(9.0, 0.0012998252605662213)	(10.0, 0.0018577691224130426)	(11.0, 0.0027406692994014193)	(12.0, 0.004038042059476007)	(13.0, 0.006067486216303456)	(14.0, 0.008459900445892793)	(15.0, 0.011703332346079261)	(16.0, 0.016300544517647904)	(17.0, 0.0219927981587313)	(18.0, 0.030937067451721884)	(19.0, 0.04078140442514228)	(20.0, 0.057268338980154404)	(21.0, 0.07299377213251404)	(22.0, 0.08031816485078012)	(23.0, 0.09064809692154413)	(24.0, 0.11216878873563582)	(25.0, 0.14860190978911034)	(26.0, 0.2015599791552173)	(27.0, 0.3325026591543143)	(28.0, 0.5465201145567884)	(29.0, 0.7876438316430516)	(30.0, 0.920080084441554)	(31.0, 0.8860639026225852)	(32.0, 0.8902907872199168)	(33.0, 0.9687315629443509)	(34.0, 1.015040903477637)	(35.0, 1.0803522178201064)	(36.0, 1.1901334973271362)	(37.0, 1.3180412079678356)	(38.0, 1.483452556126608)	(39.0, 1.728193711438032)	(40.0, 1.9662432191580315)	(41.0, 2.0351597092232034)	(42.0, 2.0527380064969925)	(43.0, 2.3859371757909313)	(44.0, 2.730706016154155)	(45.0, 2.8624236863086083)	(46.0, 2.9852498159306413)	(47.0, 3.09523955797946)	(48.0, 3.2024334494678155)	(49.0, 3.3210927807545616)	(50.0, 3.393337313986881)	(51.0, 3.309519430934539)	(52.0, 2.8075735128132053)	(53.0, 2.356859103711868)	(54.0, 2.2467491891389595)	(55.0, 2.113996563777036)	(56.0, 2.3035883405330777)	(57.0, 2.625821153878673)	(58.0, 2.848921444851915)	(59.0, 2.9636224403451634)	(60.0, 2.7900418130487568)	(61.0, 2.616007473161398)	(62.0, 2.525847423837689)	(63.0, 2.3106588994504595)	(64.0, 2.012212888373226)	(65.0, 1.8245254782489388)	(66.0, 1.6606628841506335)	(67.0, 1.5980603566011744)	(68.0, 1.611739178093265)	(69.0, 1.458560902386765)	(70.0, 1.314497344757424)	(71.0, 1.2289639376111834)	(72.0, 1.0595979324096505)	(73.0, 0.9508209518539451)	(74.0, 0.9265706269926643)	(75.0, 0.8485516813527914)	(76.0, 0.7842287247084507)	(77.0, 0.6668299786744045)	(78.0, 0.5060857389512124)	(79.0, 0.4061782264235027)	(80.0, 0.3703520992417077)	(81.0, 0.35018764019948984)	(82.0, 0.33319916929393845)	(83.0, 0.3060230113461379)	(84.0, 0.26679771848293765)	(85.0, 0.2326601378896329)	(86.0, 0.20264643687301137)	(87.0, 0.18328517174180375)	(88.0, 0.16675777092867966)	(89.0, 0.15145662036137275)	(90.0, 0.12905180212004688)	(91.0, 0.09685414941562492)	(92.0, 0.07680495789651388)	(93.0, 0.06971110022446142)	(94.0, 0.06767552481640489)	(95.0, 0.06712371220578717)	(96.0, 0.06634749580018488)	(97.0, 0.049365156145862614)	(98.0, 0.021995250659222934)	(99.0, 0.01154637231461466)	(100.0, 0.01154637231461466)
SRR34661423	(0.0, 0.0004258353351537005)	(1.0, 0.00043311457165205443)	(2.0, 0.0005805191107437199)	(3.0, 0.0008625895250549318)	(4.0, 0.0010245525371433053)	(5.0, 0.0011355608937432013)	(6.0, 0.001341199324821698)	(7.0, 0.001561396228896902)	(8.0, 0.0018998807260703562)	(9.0, 0.0026660203675220994)	(10.0, 0.003734248323655528)	(11.0, 0.005002655283493687)	(12.0, 0.006809725744210032)	(13.0, 0.009741438243922047)	(14.0, 0.013202715198889305)	(15.0, 0.018057965943291326)	(16.0, 0.024427297879350947)	(17.0, 0.031147852976456145)	(18.0, 0.04055990576882768)	(19.0, 0.05055429748106752)	(20.0, 0.06912908921574198)	(21.0, 0.08765656591317712)	(22.0, 0.0972214826720141)	(23.0, 0.10951065369035999)	(24.0, 0.1328842820865742)	(25.0, 0.1806397131340247)	(26.0, 0.2490954729736689)	(27.0, 0.40620505412676483)	(28.0, 0.6492260042425574)	(29.0, 0.9008455524720306)	(30.0, 1.0080978230387763)	(31.0, 0.9195604695092983)	(32.0, 0.8847857369475373)	(33.0, 0.9489358283984053)	(34.0, 0.9865512830036489)	(35.0, 1.0345523882829186)	(36.0, 1.1266274507505967)	(37.0, 1.235088074576069)	(38.0, 1.3617231321288066)	(39.0, 1.5506957512443218)	(40.0, 1.7351643427764807)	(41.0, 1.8052943270107462)	(42.0, 1.8357288148103637)	(43.0, 2.1063253325910454)	(44.0, 2.4005739095640033)	(45.0, 2.5381314614825206)	(46.0, 2.6643716204552224)	(47.0, 2.8805485661742103)	(48.0, 3.240736106967507)	(49.0, 3.454707444027494)	(50.0, 3.426787932438058)	(51.0, 3.3349749224843204)	(52.0, 2.8221126753745502)	(53.0, 2.28669935359288)	(54.0, 2.145518561707307)	(55.0, 2.0178826091360462)	(56.0, 2.2002347626563084)	(57.0, 2.5566844155077)	(58.0, 2.898884962913564)	(59.0, 3.0486461548215713)	(60.0, 2.908766526460079)	(61.0, 2.9468332937282207)	(62.0, 2.9754406931667514)	(63.0, 2.722054110277303)	(64.0, 2.3839299353105172)	(65.0, 2.212090819103002)	(66.0, 1.9310558761836811)	(67.0, 1.7043440554424503)	(68.0, 1.7259178926144467)	(69.0, 1.5410780600208718)	(70.0, 1.3409882269632456)	(71.0, 1.2406384924060638)	(72.0, 1.062262621823027)	(73.0, 0.932659455588086)	(74.0, 0.8781179563150452)	(75.0, 0.7831402982936487)	(76.0, 0.7103169965549921)	(77.0, 0.601173944307799)	(78.0, 0.4679166013506842)	(79.0, 0.3855647790356824)	(80.0, 0.355974682669874)	(81.0, 0.3405263230112425)	(82.0, 0.32523446693732566)	(83.0, 0.29506931088814725)	(84.0, 0.2522310040953349)	(85.0, 0.21848264387984176)	(86.0, 0.18980973131282594)	(87.0, 0.1705233942104374)	(88.0, 0.15384120396533496)	(89.0, 0.13982503408775462)	(90.0, 0.11755784963929017)	(91.0, 0.08435725197029824)	(92.0, 0.06423744228884819)	(93.0, 0.056157489775675404)	(94.0, 0.05234316985053798)	(95.0, 0.051158474110430896)	(96.0, 0.05043055046059551)	(97.0, 0.03655996531298224)	(98.0, 0.016527506469512426)	(99.0, 0.010327416782039531)	(100.0, 0.010325596972914944)
