Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54
SRR34661426	(1, 31.396535892501777)	(2, 31.63228440163321)	(3, 35.691253648814964)	(4, 36.21867082805821)	(5, 36.46914718531411)	(6, 39.99235774049587)	(7, 40.20214770800508)	(8, 40.17622514511143)	(9, 40.26771116765299)	(10, 40.327288832902234)	(11, 40.30172838924898)	(12, 40.28880347518984)	(13, 40.240159678927604)	(14, 40.22556941612631)	(15, 40.35242896949482)	(16, 40.242303808864555)	(17, 40.28285687304599)	(18, 40.327103751744154)	(19, 40.29630777636931)	(20, 40.24213054212984)	(21, 40.227786711522924)	(22, 40.21760160183847)	(23, 40.19781164222101)	(24, 40.2085765795914)	(25, 40.17433076673715)	(26, 40.14505084462382)	(27, 40.070876271077424)	(28, 40.026474105943535)	(29, 40.08283485929577)	(30, 40.087413696133325)	(31, 40.08847180427348)	(32, 40.04197133964584)	(33, 39.998080992278176)	(34, 39.9846531289665)	(35, 39.9725807547298)	(36, 39.92831395358884)	(37, 39.92161653281862)	(38, 39.88063673645586)	(39, 39.909793227484805)	(40, 39.86619997920823)	(41, 39.89808917197452)	(42, 39.90026490645491)	(43, 39.816311596887736)	(44, 39.91625467493212)	(45, 39.94510535139124)	(46, 39.872337035815505)	(47, 39.87105172359713)	(48, 39.941185184140174)	(49, 39.90364908421674)	(50, 39.805337659894654)	(51, 39.79453877622839)	(52, 39.64273235037192)	(53, 39.74404318689501)	(54, 39.67135858567929)	(55, 39.60906649245064)
SRR34661427	(1, 31.375396198123337)	(2, 31.68251796032174)	(3, 35.794305686686805)	(4, 36.23827335862861)	(5, 36.49840197572395)	(6, 39.9758033411189)	(7, 40.20511544886687)	(8, 40.20494520687527)	(9, 40.2556514819284)	(10, 40.3351698075307)	(11, 40.306540814006766)	(12, 40.29383173881669)	(13, 40.19950163063489)	(14, 40.24670481726491)	(15, 40.34403572706354)	(16, 40.236771538792176)	(17, 40.305384629448454)	(18, 40.31445218679281)	(19, 40.31697456719724)	(20, 40.234803593805935)	(21, 40.22095095028351)	(22, 40.225820956919755)	(23, 40.23495555440857)	(24, 40.23846118034231)	(25, 40.197837705798804)	(26, 40.158707094169316)	(27, 40.076232215369025)	(28, 40.01391046125528)	(29, 40.08970637829118)	(30, 40.101310121395585)	(31, 40.10470810532532)	(32, 40.09635461037622)	(33, 40.06787178629916)	(34, 40.046374400305325)	(35, 40.048611354362485)	(36, 39.97496887455451)	(37, 39.97469622736034)	(38, 39.829290484920584)	(39, 39.878589259366514)	(40, 39.85541092871467)	(41, 39.90253797070189)	(42, 39.91321183386188)	(43, 39.86534267143212)	(44, 39.95955285631675)	(45, 39.99432623660073)	(46, 39.91490352567322)	(47, 39.93462018834717)	(48, 39.98141933709256)	(49, 39.94720925560145)	(50, 39.81944907338044)	(51, 39.804357279836886)	(52, 39.61927391843039)	(53, 39.7561414816636)	(54, 39.73803701218194)	(55, 39.68476349053728)
SRR34661428	(1, 31.21087464069917)	(2, 31.649822018835106)	(3, 35.64617487565302)	(4, 36.19791950041591)	(5, 36.47885431072158)	(6, 39.99342288697711)	(7, 40.219400420986965)	(8, 40.2128035312327)	(9, 40.28482605485789)	(10, 40.36761113848113)	(11, 40.29524776446026)	(12, 40.30235144080394)	(13, 40.25005353843708)	(14, 40.296882013087924)	(15, 40.377755785494415)	(16, 40.245254920092165)	(17, 40.33139260982145)	(18, 40.3456280240952)	(19, 40.324533638092014)	(20, 40.273805484151026)	(21, 40.31498668217247)	(22, 40.28657736042894)	(23, 40.27645042108409)	(24, 40.26814853230583)	(25, 40.243285085211006)	(26, 40.206259962283774)	(27, 40.18183397914373)	(28, 40.11207891410976)	(29, 40.15564285769798)	(30, 40.15375352780167)	(31, 40.15144011959902)	(32, 40.09529091092641)	(33, 40.03471702598616)	(34, 40.05082088756958)	(35, 40.023300757702664)	(36, 40.01939266465261)	(37, 40.07391442461187)	(38, 39.92464998187756)	(39, 39.86989666896067)	(40, 39.89520603191303)	(41, 39.97117095869541)	(42, 39.99359461329409)	(43, 39.930886202462574)	(44, 39.98548043408929)	(45, 39.982496789342896)	(46, 39.87010359585547)	(47, 39.89729143223021)	(48, 40.01453358804606)	(49, 39.97257088039682)	(50, 39.918732136907124)	(51, 39.8233489421062)	(52, 39.64609725281483)	(53, 39.696259566432175)	(54, 39.57891202788744)	(55, 39.575661883132156)
SRR34661429	(1, 31.320110697257036)	(2, 31.608935365811167)	(3, 35.661561208286535)	(4, 36.18986245048609)	(5, 36.45217309946788)	(6, 40.01908522192201)	(7, 40.2057247610186)	(8, 40.154871049089834)	(9, 40.30048740141256)	(10, 40.30962631134894)	(11, 40.29602790996424)	(12, 40.29323660296385)	(13, 40.27454872495212)	(14, 40.283660847658595)	(15, 40.34739523790991)	(16, 40.2459475740689)	(17, 40.30150535181324)	(18, 40.322191899316415)	(19, 40.309214159046846)	(20, 40.24068542132438)	(21, 40.27452969843572)	(22, 40.241534300541254)	(23, 40.23143182285002)	(24, 40.23549009427444)	(25, 40.203544299386564)	(26, 40.175604656988234)	(27, 40.11750241943162)	(28, 40.05249935982271)	(29, 40.107207946494725)	(30, 40.104498928871436)	(31, 40.1040175735235)	(32, 40.10524595466723)	(33, 40.04169262483091)	(34, 40.04542124280645)	(35, 40.04214759154555)	(36, 39.9625327945354)	(37, 39.990020485979535)	(38, 39.89977221591423)	(39, 39.89163285259843)	(40, 39.87293099581833)	(41, 39.91178132269857)	(42, 39.92434042343286)	(43, 39.88745338876191)	(44, 39.957914550105436)	(45, 39.965518410524176)	(46, 39.902405290780514)	(47, 39.90268959140188)	(48, 39.97051195418798)	(49, 39.923788043139034)	(50, 39.89235272750582)	(51, 39.80082271550753)	(52, 39.61657359144467)	(53, 39.72357930623729)	(54, 39.6441961460402)	(55, 39.57160755873942)
SRR34661430	(1, 31.419659776387473)	(2, 31.660631908556322)	(3, 35.71117112051625)	(4, 36.222181176314805)	(5, 36.483706008856394)	(6, 40.03818702230341)	(7, 40.21435765166314)	(8, 40.23810604278298)	(9, 40.277882219658174)	(10, 40.312044066475906)	(11, 40.29931164522719)	(12, 40.29130067332437)	(13, 40.2430354222655)	(14, 40.255813641515175)	(15, 40.33306917142545)	(16, 40.230560192880944)	(17, 40.27692814298648)	(18, 40.31391180660708)	(19, 40.30746837895303)	(20, 40.242054882696586)	(21, 40.250248381677665)	(22, 40.23427475319793)	(23, 40.22415319731944)	(24, 40.22501999898142)	(25, 40.19481734983861)	(26, 40.16911112177281)	(27, 40.11410135597684)	(28, 40.07379740864438)	(29, 40.111360868663105)	(30, 40.11446251404972)	(31, 40.09615307316414)	(32, 40.0691874253445)	(33, 39.9918565593733)	(34, 39.982831883898434)	(35, 40.00965103080179)	(36, 39.95996329487497)	(37, 39.98673936422519)	(38, 39.90291338204556)	(39, 39.9001440973409)	(40, 39.8758982074762)	(41, 39.88738878660266)	(42, 39.913153810163365)	(43, 39.880141063309146)	(44, 39.95044724954221)	(45, 39.97433878192508)	(46, 39.91531993193019)	(47, 39.90699850272383)	(48, 39.94563376270987)	(49, 39.92166291727688)	(50, 39.73389995273217)	(51, 39.749446425810575)	(52, 39.6783084288042)	(53, 39.76372261685957)	(54, 39.73261590116655)	(55, 39.633279087266175)
SRR34661431	(1, 31.310096089299755)	(2, 31.64955983045321)	(3, 35.65940433473399)	(4, 36.13712134036359)	(5, 36.43795047852855)	(6, 39.97354663162099)	(7, 40.17408424137152)	(8, 40.13520714277971)	(9, 40.23038491590623)	(10, 40.29836048622536)	(11, 40.249403392436776)	(12, 40.23803186632388)	(13, 40.18391532000163)	(14, 40.21951197342889)	(15, 40.29313982606694)	(16, 40.20283527020554)	(17, 40.241842349194755)	(18, 40.2738204098426)	(19, 40.267118330813936)	(20, 40.20146234611402)	(21, 40.209450354674715)	(22, 40.18740872785873)	(23, 40.17664466187173)	(24, 40.18824733160736)	(25, 40.154917115175934)	(26, 40.11335877572832)	(27, 40.05102547261234)	(28, 40.008216674228755)	(29, 40.0536949786734)	(30, 40.04869290512289)	(31, 40.05411250095848)	(32, 40.02021259836528)	(33, 39.96493285741318)	(34, 39.96457232480726)	(35, 39.96701119246871)	(36, 39.90285700896772)	(37, 39.90279263682073)	(38, 39.85863430438546)	(39, 39.83241704902902)	(40, 39.802137297494795)	(41, 39.85720919837812)	(42, 39.871470424690074)	(43, 39.81566786093123)	(44, 39.89727168291054)	(45, 39.9293106067584)	(46, 39.80736248771642)	(47, 39.83004000247283)	(48, 39.86258189586151)	(49, 39.85827939749046)	(50, 39.51884038480712)	(51, 39.607449841219136)	(52, 39.537954835659306)	(53, 39.67305847468713)	(54, 39.623311915663116)	(55, 39.574508966695134)
SRR34661432	(1, 35.77508938636685)	(2, 35.68105719456994)	(3, 36.203863092377034)	(4, 36.221312342093675)	(5, 36.40368163606882)	(6, 36.4463720432)	(7, 36.44518318079654)	(8, 36.47819176963512)	(9, 36.51563103075034)	(10, 36.561186717618114)	(11, 36.52115177877431)	(12, 36.53655969688002)	(13, 36.50895782359462)	(14, 36.5225091748431)	(15, 36.58331767698796)	(16, 36.50460104035462)	(17, 36.547826586609524)	(18, 36.51338764505164)	(19, 36.42624790863197)	(20, 36.43914286578944)	(21, 36.35082046607355)	(22, 36.39953816058446)	(23, 36.39003855850111)	(24, 36.52351373433324)	(25, 36.455793151375175)	(26, 36.397109597001545)	(27, 36.46403166658074)	(28, 36.39238154743952)	(29, 36.503228561858705)	(30, 36.435879121682994)	(31, 36.39499471717399)	(32, 36.417871318350564)	(33, 36.422574821164865)	(34, 36.41899443237742)	(35, 36.54091715376874)	(36, 36.25098133117327)	(37, 36.40509807401283)	(38, 36.41205707580247)	(39, 36.49272303244901)	(40, 36.44533478286065)	(41, 36.54254312874008)	(42, 36.46064795767992)	(43, 36.49000394945321)	(44, 36.37976455124517)	(45, 36.419539010569636)	(46, 36.48489200095929)	(47, 36.37551303520018)	(48, 36.39461112266479)	(49, 36.510263456700294)	(50, 36.0796871486717)	(51, 36.299632409238356)	(52, 36.34780166617469)	(53, 36.50162515521145)	(54, 36.497725172746264)	(55, 36.327521145087836)
SRR34661433	(1, 35.76499636916822)	(2, 35.66796034066107)	(3, 36.20580491572521)	(4, 36.21919232715266)	(5, 36.422809894938744)	(6, 36.44917007829482)	(7, 36.461676840695716)	(8, 36.501235395635845)	(9, 36.52800910073854)	(10, 36.57798729525574)	(11, 36.53251792688261)	(12, 36.54454559274027)	(13, 36.52100945692891)	(14, 36.54404260424344)	(15, 36.60050408761985)	(16, 36.534536938590186)	(17, 36.551366570296715)	(18, 36.535762917993765)	(19, 36.434855443463896)	(20, 36.47886814589671)	(21, 36.379013218788025)	(22, 36.34811253459319)	(23, 36.401639526344134)	(24, 36.563150095467726)	(25, 36.48237427453545)	(26, 36.41372912298532)	(27, 36.4916872349994)	(28, 36.40210656351298)	(29, 36.537212058403874)	(30, 36.4539114071064)	(31, 36.412943008743575)	(32, 36.43673233056298)	(33, 36.440744299724365)	(34, 36.42638926090975)	(35, 36.54322429582015)	(36, 36.25045693958922)	(37, 36.432348521119856)	(38, 36.44254139358559)	(39, 36.52240519284905)	(40, 36.46319766901648)	(41, 36.56969466120536)	(42, 36.47944679077569)	(43, 36.540797536042774)	(44, 36.40085432188085)	(45, 36.426552851702745)	(46, 36.5029996510666)	(47, 36.376768284483916)	(48, 36.341781941324136)	(49, 36.50090610307693)	(50, 36.09512931418188)	(51, 36.34357971485315)	(52, 36.40110625416667)	(53, 36.50335754824399)	(54, 36.51074942424771)	(55, 36.31511920475169)
SRR34661434	(1, 35.7142868248727)	(2, 35.595661954561315)	(3, 36.18587539143411)	(4, 36.174397151319376)	(5, 36.34495471658791)	(6, 36.449939320763235)	(7, 36.448333529659614)	(8, 36.51837624298219)	(9, 36.51821128771781)	(10, 36.57599438575478)	(11, 36.5261387164627)	(12, 36.5364918731216)	(13, 36.48860346525498)	(14, 36.52325045481111)	(15, 36.59737076547892)	(16, 36.52983730397549)	(17, 36.548221813371825)	(18, 36.5443736074889)	(19, 36.4650894958437)	(20, 36.51306091385988)	(21, 36.34983615553354)	(22, 36.41838417714365)	(23, 36.42456435254269)	(24, 36.59238889953641)	(25, 36.50356491322304)	(26, 36.368845435759184)	(27, 36.52921359484196)	(28, 36.376392514780065)	(29, 36.56924077332801)	(30, 36.4637018661451)	(31, 36.45611193558654)	(32, 36.41241088633316)	(33, 36.43126865481262)	(34, 36.43713157112643)	(35, 36.59599137079973)	(36, 36.25205510683177)	(37, 36.434653734461726)	(38, 36.44325928922818)	(39, 36.52133913135642)	(40, 36.46049879036938)	(41, 36.60146494358049)	(42, 36.504856733796316)	(43, 36.55134315682532)	(44, 36.40284249084249)	(45, 36.43818555069988)	(46, 36.512311941262)	(47, 36.37264360128419)	(48, 36.397047298567585)	(49, 36.54665471826008)	(50, 36.122200569447735)	(51, 36.359840006009165)	(52, 36.41604193831907)	(53, 36.542468940549746)	(54, 36.52151839872388)	(55, 36.34830521445306)
SRR34661435	(1, 35.77608154701734)	(2, 35.6740728615362)	(3, 36.17768878858305)	(4, 36.20233451318245)	(5, 36.40952379498111)	(6, 36.43176946827387)	(7, 36.44889809829497)	(8, 36.48579453523209)	(9, 36.513359454928036)	(10, 36.55619057362655)	(11, 36.52235008841233)	(12, 36.53002226341684)	(13, 36.50764438390804)	(14, 36.52939662781003)	(15, 36.58652589916413)	(16, 36.52522573982115)	(17, 36.542004533667786)	(18, 36.53344141004615)	(19, 36.434480036147235)	(20, 36.51531568703197)	(21, 36.39633250306054)	(22, 36.34494197597423)	(23, 36.45345849473657)	(24, 36.56006862466693)	(25, 36.49318418109223)	(26, 36.40559681156581)	(27, 36.51109990933534)	(28, 36.40187303149765)	(29, 36.53163783924257)	(30, 36.44798439637551)	(31, 36.39732804252399)	(32, 36.42978501882154)	(33, 36.43294480383751)	(34, 36.41672513551927)	(35, 36.52617038171053)	(36, 36.30193145147113)	(37, 36.42129620042319)	(38, 36.44035491643401)	(39, 36.50789816138991)	(40, 36.46173283999433)	(41, 36.544001257504476)	(42, 36.48884199731453)	(43, 36.515293972956336)	(44, 36.41383166786595)	(45, 36.40015145680508)	(46, 36.45291421670928)	(47, 36.360535633007785)	(48, 36.383591470615706)	(49, 36.467219970404685)	(50, 36.14734945152758)	(51, 36.33517068801153)	(52, 36.406785067767686)	(53, 36.500741908651385)	(54, 36.51276792140178)	(55, 36.354132092106624)
SRR34661436	(1, 35.7967399699218)	(2, 35.7013805479825)	(3, 36.19478473670466)	(4, 36.214380882750596)	(5, 36.420815537684796)	(6, 36.42831390320155)	(7, 36.43553804132418)	(8, 36.4696424834144)	(9, 36.510224549290086)	(10, 36.556091135637104)	(11, 36.521019547123124)	(12, 36.52297398161971)	(13, 36.509141646262634)	(14, 36.52772000237069)	(15, 36.57167243751922)	(16, 36.51142114367289)	(17, 36.542651293296345)	(18, 36.50952676856083)	(19, 36.41451791006945)	(20, 36.48177649768055)	(21, 36.38953589971106)	(22, 36.370300678425075)	(23, 36.409673926175415)	(24, 36.539077406364214)	(25, 36.478175922320816)	(26, 36.40989228232459)	(27, 36.49619771206209)	(28, 36.39699153481651)	(29, 36.49881344507977)	(30, 36.44650598674477)	(31, 36.40507863519478)	(32, 36.4099760575302)	(33, 36.425670230176486)	(34, 36.41281026657797)	(35, 36.54407642740442)	(36, 36.290699968688884)	(37, 36.40569495021001)	(38, 36.41746655797255)	(39, 36.49728353902869)	(40, 36.45361595121224)	(41, 36.54421451921801)	(42, 36.45811078478977)	(43, 36.50162780449262)	(44, 36.396093435700834)	(45, 36.4169658880333)	(46, 36.48354980269048)	(47, 36.36890024007265)	(48, 36.39013170536024)	(49, 36.497566843076676)	(50, 36.091928196857474)	(51, 36.348302791124674)	(52, 36.396826708902424)	(53, 36.50750200089312)	(54, 36.4971298031865)	(55, 36.3878218601203)
SRR34661437	(1, 35.7873163164295)	(2, 35.698388931053934)	(3, 36.19915627141246)	(4, 36.221893020796124)	(5, 36.44616338841786)	(6, 36.413849092703096)	(7, 36.4564402163127)	(8, 36.47460244241865)	(9, 36.51943334187326)	(10, 36.572556238215)	(11, 36.52435081532231)	(12, 36.53494543468821)	(13, 36.52003614834131)	(14, 36.530456561248705)	(15, 36.59052651646822)	(16, 36.51356373952104)	(17, 36.55086717629745)	(18, 36.537042672144736)	(19, 36.436140561211495)	(20, 36.4593760817682)	(21, 36.36816651050351)	(22, 36.373592110795826)	(23, 36.378079492262955)	(24, 36.54648733289692)	(25, 36.4757234525913)	(26, 36.39952874812107)	(27, 36.46246528418163)	(28, 36.398786020526096)	(29, 36.51366238223041)	(30, 36.44299053538382)	(31, 36.419269262249315)	(32, 36.43725842594981)	(33, 36.433743353597414)	(34, 36.44403433864519)	(35, 36.55113321803614)	(36, 36.208085964252696)	(37, 36.43215602866521)	(38, 36.44822009706685)	(39, 36.53183918991263)	(40, 36.475903434809624)	(41, 36.57662457836459)	(42, 36.47292602786058)	(43, 36.50342875752304)	(44, 36.390857609077734)	(45, 36.42070174060597)	(46, 36.50824914727229)	(47, 36.37786290491702)	(48, 36.398944667250575)	(49, 36.5182060475232)	(50, 36.06511023074364)	(51, 36.320518891092696)	(52, 36.37915232316825)	(53, 36.49762505551087)	(54, 36.4498619085434)	(55, 36.32613257715364)
SRR34661438	(1, 35.76467385249862)	(2, 35.64397578935642)	(3, 36.20505732023559)	(4, 36.212010392941686)	(5, 36.41454265470673)	(6, 36.445429994865385)	(7, 36.45786404093302)	(8, 36.50159206220617)	(9, 36.524343190511914)	(10, 36.5794474071138)	(11, 36.52945374254147)	(12, 36.53923499592418)	(13, 36.51664205606798)	(14, 36.53906702424883)	(15, 36.603167666501825)	(16, 36.52947355483863)	(17, 36.55965510104204)	(18, 36.550838712318296)	(19, 36.46181948224643)	(20, 36.48814758159061)	(21, 36.355648600437696)	(22, 36.395526636987235)	(23, 36.41816890683219)	(24, 36.56650773838305)	(25, 36.475954069598835)	(26, 36.40786717134224)	(27, 36.48442880460277)	(28, 36.39186846919337)	(29, 36.527281796051554)	(30, 36.44808203666974)	(31, 36.42121280444967)	(32, 36.42944916690611)	(33, 36.43737780527579)	(34, 36.43373206747336)	(35, 36.56347042391732)	(36, 36.22272642213171)	(37, 36.43290565249123)	(38, 36.43935264961948)	(39, 36.52980372518051)	(40, 36.47108626487448)	(41, 36.58060356676517)	(42, 36.482848974463366)	(43, 36.53938634239302)	(44, 36.39404535103704)	(45, 36.43822730018271)	(46, 36.50666388969604)	(47, 36.376923516118396)	(48, 36.35809978811907)	(49, 36.527463162879314)	(50, 36.08042866166224)	(51, 36.32493633559287)	(52, 36.38217590607328)	(53, 36.51625739574279)	(54, 36.48663902879136)	(55, 36.33883649700729)
SRR34661439	(1, 35.80814859141478)	(2, 35.72818591207636)	(3, 36.17951698419335)	(4, 36.22403473981324)	(5, 36.35004654908321)	(6, 36.43842803044237)	(7, 36.43661933911311)	(8, 36.45706336879078)	(9, 36.506893088837295)	(10, 36.548229081700825)	(11, 36.511224347588886)	(12, 36.51261672424582)	(13, 36.47775836645615)	(14, 36.50699952848281)	(15, 36.564653814705586)	(16, 36.507731810347416)	(17, 36.51457867291662)	(18, 36.51881046188522)	(19, 36.418492702890994)	(20, 36.47187094550525)	(21, 36.37365227065313)	(22, 36.36667215663227)	(23, 36.42633019329824)	(24, 36.55861315050566)	(25, 36.47729756338532)	(26, 36.39946749297428)	(27, 36.495588463049494)	(28, 36.399172089786404)	(29, 36.51609642164082)	(30, 36.44750107943052)	(31, 36.401461213072835)	(32, 36.40835545460654)	(33, 36.42858797846557)	(34, 36.41840041984342)	(35, 36.55753259903948)	(36, 36.286526656998625)	(37, 36.416277907748444)	(38, 36.43970335129691)	(39, 36.50697954748759)	(40, 36.460297155215386)	(41, 36.574444108254745)	(42, 36.48754510036498)	(43, 36.50505264920846)	(44, 36.395690512132944)	(45, 36.429574329189315)	(46, 36.51635331745446)	(47, 36.36808522908013)	(48, 36.39485084583834)	(49, 36.52992271036909)	(50, 36.18026289875517)	(51, 36.40840947153236)	(52, 36.43594206996492)	(53, 36.563305785844996)	(54, 36.57503179543667)	(55, 36.46201190280678)
SRR34661440	(1, 35.83992441679127)	(2, 35.69187804287754)	(3, 36.19444893882321)	(4, 36.2178429295761)	(5, 36.41089998013052)	(6, 36.43192188617003)	(7, 36.44565521170776)	(8, 36.480503711026536)	(9, 36.50464812974186)	(10, 36.552117543443224)	(11, 36.50980897583215)	(12, 36.516025582940856)	(13, 36.498837856919735)	(14, 36.51182173282798)	(15, 36.57413958528466)	(16, 36.51192506821301)	(17, 36.525921383937884)	(18, 36.527749177768136)	(19, 36.43410822245183)	(20, 36.459683170136515)	(21, 36.3593345806892)	(22, 36.37808520580153)	(23, 36.41967328567144)	(24, 36.53296278979329)	(25, 36.45295496661484)	(26, 36.387225898015686)	(27, 36.460097074821235)	(28, 36.38303654393573)	(29, 36.500899722853845)	(30, 36.42090566762354)	(31, 36.39283287906855)	(32, 36.41333813016946)	(33, 36.405699983736696)	(34, 36.409141143653954)	(35, 36.51160296499203)	(36, 36.21584475728241)	(37, 36.39612370795572)	(38, 36.409167944620414)	(39, 36.48543787478547)	(40, 36.448708686925386)	(41, 36.50985872008323)	(42, 36.44420755823796)	(43, 36.499762960438424)	(44, 36.37673803186973)	(45, 36.404480000529865)	(46, 36.44167424761958)	(47, 36.36175953860259)	(48, 36.37745538058187)	(49, 36.46448112226081)	(50, 36.0618273378836)	(51, 36.26266193858681)	(52, 36.3501587487144)	(53, 36.481474774341415)	(54, 36.433161886610186)	(55, 36.30853494940779)
SRR34661441	(1, 35.64426381867553)	(2, 35.570129940061555)	(3, 36.14736521891764)	(4, 36.15148783153737)	(5, 36.35785231407438)	(6, 36.47231747306057)	(7, 36.459972712657006)	(8, 36.536160484822375)	(9, 36.502316067433725)	(10, 36.585281338660266)	(11, 36.52351795530946)	(12, 36.541581309219026)	(13, 36.50494661764922)	(14, 36.54154354610981)	(15, 36.60542613920461)	(16, 36.53390801963798)	(17, 36.56104501973988)	(18, 36.55370459954947)	(19, 36.41761377805116)	(20, 36.51131537579619)	(21, 36.29477329502796)	(22, 36.28707445018081)	(23, 36.4478542849283)	(24, 36.571578035132255)	(25, 36.47488519718266)	(26, 36.41230032355508)	(27, 36.51176723625802)	(28, 36.374875314061335)	(29, 36.52085975965654)	(30, 36.40664242805648)	(31, 36.402983539047185)	(32, 36.41005002394099)	(33, 36.41327787970089)	(34, 36.423726791129674)	(35, 36.53236786188081)	(36, 36.343212474141)	(37, 36.43108166591945)	(38, 36.390087173304394)	(39, 36.49865895416942)	(40, 36.445100460092284)	(41, 36.495634265592685)	(42, 36.45523997342794)	(43, 36.516322649311675)	(44, 36.41737172259754)	(45, 36.37761965905578)	(46, 36.430810468817164)	(47, 36.33357748002291)	(48, 36.37005085030596)	(49, 36.47720705487002)	(50, 36.126052579561176)	(51, 36.30212791608898)	(52, 36.35469208969299)	(53, 36.46503107046547)	(54, 36.42156301372393)	(55, 36.27384362954474)
SRR34661442	(1, 35.79454608350437)	(2, 35.64172379696828)	(3, 36.21811031295416)	(4, 36.21076609615372)	(5, 36.3881203277552)	(6, 36.47087790842035)	(7, 36.478479323920745)	(8, 36.53478526507855)	(9, 36.53765322002375)	(10, 36.59537904074665)	(11, 36.544732572387026)	(12, 36.55272520482057)	(13, 36.52428426245299)	(14, 36.55054787111904)	(15, 36.61320875247441)	(16, 36.554157622233994)	(17, 36.56877263157953)	(18, 36.56205801973292)	(19, 36.46607881192667)	(20, 36.52218700146552)	(21, 36.34754882652417)	(22, 36.373464841659434)	(23, 36.4597042732102)	(24, 36.57523166063847)	(25, 36.48361817128676)	(26, 36.433223623029264)	(27, 36.51405434959022)	(28, 36.40332169738091)	(29, 36.55554867391998)	(30, 36.459287852141)	(31, 36.404432460126955)	(32, 36.44269579404925)	(33, 36.449377382707425)	(34, 36.43805688957823)	(35, 36.5705032099374)	(36, 36.2334705734386)	(37, 36.43490318893003)	(38, 36.445084031404626)	(39, 36.52391613761593)	(40, 36.47803239416189)	(41, 36.55584462336959)	(42, 36.48116526603436)	(43, 36.51882842326695)	(44, 36.389149379990634)	(45, 36.421155192298016)	(46, 36.46897557780667)	(47, 36.37970819563607)	(48, 36.414746918056565)	(49, 36.49249468874002)	(50, 36.07901820626449)	(51, 36.28999906151633)	(52, 36.36515876828278)	(53, 36.49627602698147)	(54, 36.45869631328096)	(55, 36.30447169853318)
SRR34661443	(1, 35.61535827383998)	(2, 35.96794611125419)	(3, 36.1785005439427)	(4, 36.29496188346099)	(5, 36.36681753022877)	(6, 36.42692977488165)	(7, 36.391775054038156)	(8, 36.27829975874792)	(9, 36.49220799354027)	(10, 36.488155742601094)	(11, 36.4927602022138)	(12, 36.50958296755964)	(13, 36.445186660776166)	(14, 36.47594908201417)	(15, 36.47491838260149)	(16, 36.43407238591235)	(17, 36.480205470641806)	(18, 36.48774779296479)	(19, 36.45136468917728)	(20, 36.26765216554711)	(21, 36.41335712533846)	(22, 36.487754133864875)	(23, 36.31384516450841)	(24, 36.59013889943672)	(25, 36.454071676828136)	(26, 36.34346181418267)	(27, 36.38739909731209)	(28, 36.42541130770583)	(29, 36.371153192464746)	(30, 36.41983444263209)	(31, 36.3981629361975)	(32, 36.417543887565884)	(33, 36.382222269234184)	(34, 36.41634097978582)	(35, 36.462033035785545)	(36, 36.34149151108351)	(37, 36.39376536259483)	(38, 36.40942082374588)	(39, 36.44839933581943)	(40, 36.367706528322756)	(41, 36.484646205835915)	(42, 36.42464111926031)	(43, 36.456139445195184)	(44, 36.374171677889194)	(45, 36.37248270437243)	(46, 36.404359799595206)	(47, 36.35001944656696)	(48, 36.38222440729815)	(49, 36.44305766779449)	(50, 36.20589625501004)	(51, 36.24775514306775)	(52, 36.28006011263529)	(53, 36.46960608904793)	(54, 36.47159886827345)	(55, 36.237579231031994)
